ID,名称,销售数量,Steam价格,最低售价,价格比例
39798,XM1014（StatTrak™） | 四季 (战痕累累),10,3.75,21.98,5.8613333333333335
38994,MAG-7（StatTrak™） | 记忆碎片 (崭新出厂),32,9.2,48.9,5.315217391304348
36658,截短霰弹枪 | 外表生锈 (略有磨损),15,20.7,122.82,5.933333333333334
929121,新星（纪念品） | 索贝克之噬 (略有磨损),31,9.33,41.4,4.437299035369775
835766,新星 | 外表生锈 (崭新出厂),14,4.43,32.27,7.284424379232507
871664,新星 | 晶红石英 (破损不堪),2,29.95,369,12.320534223706177
39812,XM1014（StatTrak™） | 特克卢喷射者 (破损不堪),10,4.39,25.89,5.897494305239181
835856,XM1014 | 太古传说 (崭新出厂),28,62.46,313.88,5.0252961895613195
42279,XM1014 | 工业牧草 (略有磨损),16,4.52,34.9,7.721238938053098
42289,XM1014 | 狂野丛林 (略有磨损),17,6.93,50,7.2150072150072155
39171,新星（StatTrak™） | 暴怒野兽 (略有磨损),18,66.13,298,4.50627551791925
761586,MAG-7（纪念品） | 核芯破裂 (战痕累累),34,11.46,41.46,3.6178010471204187
37842,新星（纪念品） | 极地网格 (战痕累累),61,0.25,3.06,12.24
39183,新星（StatTrak™） | 惊惧骷髅 (略有磨损),13,16.39,108.5,6.619890176937156
36646,截短霰弹枪 | 橙黄 DDPAT (崭新出厂),3,50.21,400,7.966540529774945
773768,MAG-7 | 碰碰狗 (破损不堪),86,0.26,1.17,4.5
35502,MAG-7 | 记忆碎片 (崭新出厂),50,6.11,39.4,6.448445171849427
35826,新星 | 暴怒野兽 (战痕累累),4,19,124.5,6.552631578947368
39184,新星（StatTrak™） | 惊惧骷髅 (破损不堪),3,16.07,190.84,11.875544492843808
36663,截短霰弹枪 | 贤者涂装 (略有磨损),87,1.07,7.42,6.934579439252336
776080,XM1014 | 寒霜锁链 (崭新出厂),8,230,999.99,4.347782608695653
35459,MAG-7 | 威吓者 (战痕累累),4,9.05,66,7.29281767955801
39618,截短霰弹枪（StatTrak™） | 梭鲈 (崭新出厂),7,3.4,18.76,5.51764705882353
38993,MAG-7（StatTrak™） | 天空守卫 (破损不堪),14,0.99,18.48,18.666666666666668
36606,截短霰弹枪 | 至高皮革 (略有磨损),3,45.47,254.99,5.607873323070156
35472,MAG-7 | 反梗精英 (略有磨损),1,171.74,990,5.7645277745429135
42281,XM1014 | 天空守卫 (战痕累累),3,9.05,87.59,9.678453038674032
39589,截短霰弹枪（StatTrak™） | 橙黄 DDPAT (战痕累累),3,19.97,158,7.911867801702554
776541,XM1014 | 寒霜锁链 (战痕累累),4,777.99,1299,1.669687271044615
39150,新星（StatTrak™） | 樱花之绚烂 (崭新出厂),13,299,1516.88,5.073177257525084
35817,新星 | 幽灵迷彩 (破损不堪),9,5.21,88,16.89059500959693
871858,MAG-7 | 棱彩阶梯 (略有磨损),7,59.91,314.5,5.249540978133868
36625,截短霰弹枪 | 辐照警报 (战痕累累),8,3.19,50,15.673981191222571
38045,截短霰弹枪（纪念品） | 蝮蛇迷彩 (破损不堪),32,2.99,18.54,6.200668896321069
37775,MAG-7（纪念品） | 金属 DDPAT (略有磨损),28,13.93,39.69,2.849246231155779
42276,XM1014 | 工业牧草 (战痕累累),9,1.61,29.78,18.496894409937887
35475,MAG-7 | 灼烧之痕 (崭新出厂),18,4.18,23.8,5.69377990430622
39591,截短霰弹枪（StatTrak™） | 橙黄 DDPAT (久经沙场),14,27.17,177.19,6.521531100478469
39185,新星（StatTrak™） | 兴风作浪 (崭新出厂),13,40.34,235.5,5.83787803668815
38035,截短霰弹枪（纪念品） | 外表生锈 (破损不堪),19,92.58,90,0.9721322099805574
35839,新星 | 天秤之月 (战痕累累),2,10.21,284.5,27.864838393731635
42338,XM1014 | 蔚蓝多变迷彩 (略有磨损),2,12.47,76.87,6.1643945469125905
37838,新星（纪念品） | 红苹果 (略有磨损),11,139.42,577.28,4.14058241285325
38976,MAG-7（StatTrak™） | 灼烧之痕 (战痕累累),19,1.63,9.36,5.742331288343558
35859,新星 | 惊惧骷髅 (战痕累累),4,5.32,68,12.781954887218044
35532,MAG-7 | 暴风呼啸 (崭新出厂),8,11.34,87.9,7.751322751322752
39784,XM1014（StatTrak™） | 剧毒水银 (战痕累累),19,0.96,4.32,4.500000000000001
39605,截短霰弹枪（StatTrak™） | 北海巨妖 (略有磨损),8,25,113,4.52
35485,MAG-7 | 危机色调 (久经沙场),7,13.49,89.69,6.648628613787991
775803,新星（StatTrak™） | 风卷残云 (战痕累累),19,1.17,8.28,7.076923076923077
35842,新星 | 天秤之月 (略有磨损),10,5.92,65,10.97972972972973
38121,XM1014（纪念品） | 蓝色云杉 (久经沙场),21,14.41,77.9,5.405968077723803
761641,MAG-7（纪念品） | 核芯破裂 (破损不堪),18,5.58,45.96,8.236559139784946
775595,XM1014 | 芭蕉叶 (战痕累累),2,39.23,240,6.117767015039511
42332,XM1014 | 都市穿孔 (久经沙场),22,2.73,17.59,6.443223443223443
775223,截短霰弹枪 | 灌木丛 (战痕累累),9,6.75,54.89,8.131851851851852
39576,截短霰弹枪（StatTrak™） | 路霸 (久经沙场),22,3.52,14.33,4.0710227272727275
38122,XM1014（纪念品） | 蓝色云杉 (略有磨损),10,31.22,225,7.206918641896221
36655,截短霰弹枪 | 外表生锈 (战痕累累),6,19.98,153.9,7.702702702702703
38977,MAG-7（StatTrak™） | 灼烧之痕 (崭新出厂),10,30.82,99.9,3.2414016872160936
42333,XM1014 | 都市穿孔 (略有磨损),11,3.57,30,8.403361344537815
39182,新星（StatTrak™） | 惊惧骷髅 (久经沙场),18,16.3,91.83,5.633742331288343
35503,MAG-7 | 记忆碎片 (久经沙场),4,4.83,34.26,7.093167701863353
35500,MAG-7 | 辐照警报 (略有磨损),17,4.91,48.7,9.918533604887983
35518,MAG-7 | 沙丘之黄 (略有磨损),13,4.87,24.85,5.102669404517454
39789,XM1014（StatTrak™） | 血红巨蟒 (战痕累累),10,4.85,21.88,4.511340206185567
42261,XM1014 | 碾骨机 (战痕累累),18,8.52,68,7.981220657276996
35825,新星 | 绿苹果 (略有磨损),13,20.17,143.98,7.138324243926623
42331,XM1014 | 都市穿孔 (崭新出厂),1,142.3,580,4.075895994378074
877070,新星（纪念品） | 致幻时刻 (破损不堪),32,2.77,14.67,5.296028880866426
37854,新星（纪念品） | 沙丘之黄 (久经沙场),14,12.42,57.7,4.64573268921095
39788,XM1014（StatTrak™） | 剧毒水银 (破损不堪),8,0.86,14,16.27906976744186
42330,XM1014 | 都市穿孔 (战痕累累),14,3.4,22.68,6.670588235294118
37843,新星（纪念品） | 极地网格 (崭新出厂),12,8.25,45,5.454545454545454
42334,XM1014 | 都市穿孔 (破损不堪),18,2.32,35.99,15.51293103448276
35875,新星 | 胡桃木 (破损不堪),47,2.23,11.64,5.219730941704036
769533,XM1014（StatTrak™） | 焚烬之鳄 (战痕累累),10,4.15,28,6.746987951807228
36597,截短霰弹枪 | 竹影 (破损不堪),11,4.31,68.5,15.893271461716939
36597,截短霰弹枪 | 竹影 (破损不堪),11,4.31,68.5,15.893271461716939
42304,XM1014 | 血红巨蟒 (破损不堪),20,2.61,16.65,6.379310344827586
39180,新星（StatTrak™） | 惊惧骷髅 (战痕累累),2,17.84,120,6.726457399103139
38041,截短霰弹枪（纪念品） | 蝮蛇迷彩 (战痕累累),36,2.19,9,4.109589041095891
37858,新星（纪念品） | 胡桃木 (崭新出厂),26,18.22,104,5.708013172338091
775818,XM1014 | 寒霜锁链 (破损不堪),3,281.23,995.99,3.541549621306404
35824,新星 | 绿苹果 (久经沙场),4,20.79,120.96,5.818181818181818
39167,新星（StatTrak™） | 石墨黑 (略有磨损),8,32.77,140.2,4.278303326212999
39159,新星（StatTrak™） | 幽灵迷彩 (崭新出厂),26,9.2,54.96,5.9739130434782615
37777,MAG-7（纪念品） | 沙丘之黄 (崭新出厂),17,11.08,72,6.498194945848375
42336,XM1014 | 蔚蓝多变迷彩 (崭新出厂),10,18.3,103.7,5.666666666666667
761398,截短霰弹枪（纪念品） | 刹车灯 (略有磨损),13,3.58,18.74,5.234636871508379
876957,新星（纪念品） | 致幻时刻 (战痕累累),14,9,18,2.0
42247,XM1014 | 火焰橙 (崭新出厂),3,388.99,1998.49,5.137638499704362
35789,新星 | 火焰橙 (崭新出厂),1,1249.94,3000,2.400115205529865
835894,XM1014 | 太古传说 (略有磨损),9,49.45,298,6.0262891809909
35843,新星 | 天秤之月 (破损不堪),5,5.82,45,7.731958762886598
35519,MAG-7 | 沙丘之黄 (破损不堪),1,22.74,200,8.795074758135446
37855,新星（纪念品） | 沙丘之黄 (略有磨损),7,17.67,145.65,8.242784380305602
36629,截短霰弹枪 | 辐照警报 (破损不堪),6,2.18,60.5,27.75229357798165
45279,内格夫 | 狮子鱼 (略有磨损),265,0.92,4.99,5.423913043478261
968326,M249（StatTrak™） | 催眠术 (久经沙场),127,0.37,1.89,5.108108108108108
968007,M249 | 催眠术 (久经沙场),247,0.23,1.15,4.999999999999999
967963,M249 | 催眠术 (略有磨损),219,0.49,2.79,5.6938775510204085
38777,M249（StatTrak™） | 系统锁定 (久经沙场),54,0.66,4.03,6.106060606060606
857583,M249 | O.S.I.P.R. (略有磨损),127,0.4,1.97,4.925
781626,内格夫 | 飞羽 (崭新出厂),326,0.29,1.75,6.03448275862069
900478,M249 | 闹市区 (久经沙场),763,0.58,3.19,5.5
45324,内格夫（StatTrak™） | 狮子鱼 (久经沙场),98,1.03,4.48,4.349514563106797
39136,内格夫（StatTrak™） | 无畏战神 (略有磨损),400,0.61,3.19,5.229508196721311
857572,M249（StatTrak™） | O.S.I.P.R. (略有磨损),55,1.05,5.98,5.695238095238095
857664,M249 | O.S.I.P.R. (破损不堪),77,0.26,1.27,4.884615384615384
857523,M249 | O.S.I.P.R. (战痕累累),36,0.19,1.29,6.7894736842105265
857517,M249 | O.S.I.P.R. (久经沙场),348,0.23,1.14,4.956521739130434
773661,M249（StatTrak™） | 阿兹特克 (久经沙场),66,1.5,8.2,5.466666666666666
35115,M249 | 对比涂装 (破损不堪),26,0.8,5.6,6.999999999999999
35118,M249 | 翠绿箭毒蛙 (略有磨损),68,2.36,12.78,5.415254237288136
857537,内格夫 | 橙灰之名 (久经沙场),510,0.4,2.28,5.699999999999999
35151,M249 | 鬼影 (崭新出厂),248,0.35,2.12,6.057142857142858
968050,M249 | 时频谱 (久经沙场),188,0.26,1.37,5.269230769230769
968050,M249 | 时频谱 (久经沙场),188,0.26,1.37,5.269230769230769
857623,内格夫 | 橙灰之名 (崭新出厂),174,1.85,9.9,5.351351351351351
45278,内格夫 | 狮子鱼 (久经沙场),536,0.46,2.33,5.065217391304348
39124,内格夫（StatTrak™） | 眩目 (久经沙场),276,0.4,2.39,5.975
35779,内格夫 | 动力装载机 (略有磨损),284,4.19,23.23,5.544152744630071
900577,M249（StatTrak™） | 闹市区 (崭新出厂),108,4.72,25.58,5.419491525423728
900538,M249 | 闹市区 (破损不堪),58,0.58,3,5.172413793103448
45323,内格夫（StatTrak™） | 狮子鱼 (崭新出厂),110,4.18,20.5,4.904306220095694
45277,内格夫 | 狮子鱼 (崭新出厂),168,1.9,11.07,5.826315789473685
900575,内格夫 | 丢把枪 (崭新出厂),249,0.32,1.94,6.0625
900466,M249 | 闹市区 (崭新出厂),288,2.01,11.39,5.666666666666668
35778,内格夫 | 动力装载机 (久经沙场),473,2.01,11,5.472636815920398
781613,内格夫（StatTrak™） | 飞羽 (略有磨损),209,0.34,1.73,5.088235294117647
968288,M249 | 时频谱 (破损不堪),58,0.25,1.16,4.64
968227,M249 | 时频谱 (崭新出厂),222,0.42,2.08,4.9523809523809526
900489,M249 | 闹市区 (略有磨损),458,1.11,6,5.405405405405405
968251,M249（StatTrak™） | 催眠术 (战痕累累),51,0.26,1.62,6.230769230769231
39130,内格夫（StatTrak™） | 沙漠精英 (略有磨损),64,0.73,4.32,5.917808219178083
781634,内格夫（StatTrak™） | 飞羽 (崭新出厂),227,0.87,4.53,5.206896551724138
900542,M249（StatTrak™） | 闹市区 (久经沙场),228,1.07,6.27,5.859813084112149
45325,内格夫（StatTrak™） | 狮子鱼 (略有磨损),132,1.79,9.33,5.212290502793296
779264,内格夫（StatTrak™） | 原型机 (略有磨损),142,0.84,3.37,4.011904761904762
857631,M249（StatTrak™） | O.S.I.P.R. (久经沙场),109,0.57,3.29,5.771929824561404
35766,内格夫 | 无畏战神 (略有磨损),404,0.21,1.1,5.238095238095239
35780,内格夫 | 动力装载机 (破损不堪),91,1.27,5.89,4.637795275590551
45276,内格夫 | 狮子鱼 (战痕累累),59,0.47,2.18,4.638297872340426
968199,内格夫 | 墙临弹雨 (崭新出厂),336,0.41,1.96,4.780487804878049
968198,M249（StatTrak™） | 催眠术 (破损不堪),60,0.26,1.61,6.1923076923076925
35761,内格夫 | 大嘴巴 (战痕累累),40,0.75,4.35,5.8
38776,M249（StatTrak™） | 系统锁定 (崭新出厂),59,2.73,12.09,4.428571428571429
35762,内格夫 | 大嘴巴 (久经沙场),266,0.86,4.6,5.348837209302325
761458,内格夫（纪念品） | 舱壁 (久经沙场),349,0.78,4,5.128205128205128
35157,M249 | 系统锁定 (略有磨损),169,0.46,2.62,5.695652173913044
35116,M249 | 翠绿箭毒蛙 (崭新出厂),96,3.7,21.29,5.754054054054054
39133,内格夫（StatTrak™） | 大嘴巴 (久经沙场),108,2.22,11.1,4.999999999999999
968212,M249 | 时频谱 (略有磨损),160,0.34,1.81,5.323529411764706
761457,内格夫（纪念品） | 舱壁 (崭新出厂),230,2.26,11,4.867256637168142
35754,内格夫 | 眩目 (略有磨损),152,0.92,4.42,4.804347826086956
38773,M249（StatTrak™） | 鬼影 (略有磨损),100,0.62,3.56,5.741935483870968
35781,内格夫 | 青绿地形 (崭新出厂),203,0.99,5.64,5.696969696969696
35757,内格夫 | 沙漠精英 (崭新出厂),148,0.35,2.1,6.000000000000001
38772,M249（StatTrak™） | 鬼影 (久经沙场),111,0.26,1.27,4.884615384615384
779268,内格夫 | 原型机 (崭新出厂),199,0.35,1.95,5.571428571428572
775044,M249 | 战隼 (久经沙场),42,1.24,8.77,7.07258064516129
835339,M249 | 捕食者 (久经沙场),73,0.57,3.46,6.0701754385964914
35136,M249 | 岩浆 (崭新出厂),75,1.93,9.68,5.015544041450777
900574,内格夫（StatTrak™） | 丢把枪 (略有磨损),180,0.39,1.79,4.589743589743589
857538,内格夫（StatTrak™） | 橙灰之名 (久经沙场),139,0.99,3.96,4.0
35776,内格夫 | 动力装载机 (战痕累累),73,1.27,5.69,4.480314960629921
35113,M249 | 对比涂装 (久经沙场),87,0.59,3.43,5.813559322033899
835462,M249 | 等高线 (久经沙场),60,1.19,4.41,3.7058823529411766
38760,M249（StatTrak™） | 岩浆 (战痕累累),48,1.84,13,7.065217391304348
39145,内格夫（StatTrak™） | 青绿地形 (破损不堪),48,1.15,6.72,5.843478260869565
835571,M249 | 捕食者 (略有磨损),71,0.65,3.58,5.507692307692308
39139,内格夫（StatTrak™） | 动力装载机 (久经沙场),118,7.29,40,5.486968449931413
38767,M249（StatTrak™） | 星云十字军 (久经沙场),35,4,22.01,5.5025
35142,M249 | 星云十字军 (久经沙场),68,2.09,12,5.741626794258374
35119,M249 | 翠绿箭毒蛙 (破损不堪),18,2.27,12,5.286343612334802
900629,内格夫（StatTrak™） | 丢把枪 (崭新出厂),102,1.28,6,4.6875
39120,内格夫（StatTrak™） | *哒哒哒* (久经沙场),33,3.76,19,5.053191489361702
775045,M249（StatTrak™） | 战隼 (久经沙场),38,1.19,7.78,6.537815126050421
900617,M249（StatTrak™） | 闹市区 (略有磨损),149,2.31,12.79,5.536796536796536
35774,内格夫 | 棕榈色 (略有磨损),10,8.87,97.5,10.992108229988727
35137,M249 | 岩浆 (久经沙场),78,1.15,6.42,5.5826086956521745
857536,内格夫 | 橙灰之名 (略有磨损),158,0.95,5.7,6.000000000000001
37830,内格夫（纪念品） | 加州迷彩 (略有磨损),94,1.8,9.91,5.5055555555555555
35783,内格夫 | 青绿地形 (略有磨损),92,0.84,4.29,5.107142857142858
39142,内格夫（StatTrak™） | 青绿地形 (崭新出厂),100,2.6,14.39,5.5346153846153845
761494,内格夫（纪念品） | 舱壁 (略有磨损),187,1.42,8,5.633802816901409
773656,M249 | 阿兹特克 (略有磨损),64,1.4,7.76,5.542857142857143
35753,内格夫 | 眩目 (久经沙场),268,0.18,1,5.555555555555555
968149,M249（StatTrak™） | 催眠术 (略有磨损),77,0.98,5.15,5.255102040816327
39128,内格夫（StatTrak™） | 沙漠精英 (崭新出厂),114,1.45,6,4.137931034482759
38778,M249（StatTrak™） | 系统锁定 (略有磨损),69,1.24,6,4.838709677419355
35782,内格夫 | 青绿地形 (久经沙场),80,0.78,3.48,4.461538461538462
871232,M249 | 雪茄盒 (略有磨损),23,19.15,108.5,5.66579634464752
857629,内格夫（StatTrak™） | 橙灰之名 (略有磨损),105,2.14,10.4,4.859813084112149
900517,M249 | 闹市区 (战痕累累),77,0.51,2.8,5.490196078431372
968333,M249 | 催眠术 (崭新出厂),140,0.82,4.84,5.902439024390244
39129,内格夫（StatTrak™） | 沙漠精英 (久经沙场),96,0.46,2.41,5.239130434782608
871169,M249 | 夜半棕榈 (崭新出厂),70,5.58,31,5.555555555555555
35144,M249 | 星云十字军 (破损不堪),29,2.13,12.71,5.967136150234743
35129,M249 | 冲击钻 (破损不堪),11,2.53,18.71,7.395256916996049
857516,内格夫（StatTrak™） | 橙灰之名 (崭新出厂),88,5.09,27.85,5.471512770137525
35768,内格夫 | 核子废渣 (久经沙场),12,2.69,15.41,5.728624535315985
835447,M249 | 捕食者 (战痕累累),11,0.58,4.92,8.482758620689655
35158,M249 | 系统锁定 (破损不堪),25,0.3,3.74,12.466666666666669
876964,M249（纪念品） | 雪茄盒 (战痕累累),63,0.51,2.24,4.392156862745098
835833,M249（StatTrak™） | 等高线 (战痕累累),45,0.84,6.49,7.726190476190477
35764,内格夫 | 大嘴巴 (破损不堪),11,0.89,4.44,4.988764044943821
835476,M249 | 等高线 (破损不堪),32,0.72,4.08,5.666666666666667
774913,内格夫 | 巴洛克之沙 (略有磨损),32,2.32,11.98,5.163793103448277
38769,M249（StatTrak™） | 星云十字军 (破损不堪),16,3.26,20.66,6.337423312883436
39143,内格夫（StatTrak™） | 青绿地形 (久经沙场),85,1.19,6.82,5.73109243697479
774824,M249 | 狂野丛林 (战痕累累),16,5.75,35.53,6.179130434782609
857672,M249（StatTrak™） | O.S.I.P.R. (崭新出厂),69,2.3,12.99,5.647826086956522
876975,M249（纪念品） | 雪茄盒 (破损不堪),35,0.28,1.48,5.285714285714286
968282,M249（StatTrak™） | 催眠术 (崭新出厂),40,2.27,12.7,5.594713656387665
835466,M249 | 等高线 (略有磨损),40,2.23,6.58,2.9506726457399104
38762,M249（StatTrak™） | 岩浆 (久经沙场),28,1.72,12.76,7.4186046511627906
774991,M249 | 战隼 (略有磨损),43,1.27,7.56,5.95275590551181
773631,M249 | 阿兹特克 (久经沙场),147,0.78,4.71,6.038461538461538
776167,M249（StatTrak™） | 战隼 (战痕累累),15,1.07,10.95,10.233644859813083
45280,内格夫 | 狮子鱼 (破损不堪),63,0.5,2.39,4.78
39127,内格夫（StatTrak™） | 沙漠精英 (战痕累累),19,0.51,2.7,5.294117647058823
35141,M249 | 星云十字军 (崭新出厂),81,6.25,32.43,5.1888
38758,M249（StatTrak™） | 翠绿箭毒蛙 (略有磨损),18,4.2,27.55,6.559523809523809
35784,内格夫 | 青绿地形 (破损不堪),29,0.62,3.62,5.838709677419355
773707,M249 | 阿兹特克 (战痕累累),22,0.71,5.11,7.19718309859155
35155,M249 | 系统锁定 (战痕累累),64,0.3,1.53,5.1000000000000005
871194,M249 | 夜半棕榈 (略有磨损),38,5.32,31.68,5.954887218045112
35745,内格夫 | *哒哒哒* (略有磨损),47,3.68,19.89,5.404891304347826
38771,M249（StatTrak™） | 鬼影 (崭新出厂),106,1.17,6.33,5.410256410256411
39125,内格夫（StatTrak™） | 眩目 (略有磨损),69,4.05,19.7,4.864197530864198
35143,M249 | 星云十字军 (略有磨损),300,3.06,17.72,5.790849673202614
35773,内格夫 | 棕榈色 (久经沙场),8,5.31,100,18.832391713747647
38775,M249（StatTrak™） | 系统锁定 (战痕累累),14,0.57,4.44,7.789473684210527
857719,内格夫（StatTrak™） | 橙灰之名 (破损不堪),12,0.94,5,5.319148936170213
38757,M249（StatTrak™） | 翠绿箭毒蛙 (久经沙场),6,3.12,22.3,7.147435897435898
835621,M249（StatTrak™） | 等高线 (破损不堪),10,2.09,9.4,4.497607655502393
835578,M249（StatTrak™） | 等高线 (久经沙场),47,2.07,5,2.4154589371980677
35748,内格夫 | 加州迷彩 (崭新出厂),12,21.74,150,6.899724011039559
39140,内格夫（StatTrak™） | 动力装载机 (略有磨损),89,16.65,94.48,5.674474474474475
39144,内格夫（StatTrak™） | 青绿地形 (略有磨损),33,1.78,9.86,5.539325842696629
871463,M249 | 雪茄盒 (久经沙场),24,20.03,105,5.242136794807788
35742,内格夫 | *哒哒哒* (战痕累累),15,2.61,11.68,4.4750957854406135
38765,M249（StatTrak™） | 星云十字军 (战痕累累),8,3.6,20.59,5.719444444444444
38763,M249（StatTrak™） | 岩浆 (略有磨损),14,2.01,14.25,7.089552238805971
871221,M249 | 雪茄盒 (崭新出厂),24,20.26,113.4,5.597235932872655
775273,M249 | 战隼 (崭新出厂),28,2.1,10.1,4.809523809523809
39135,内格夫（StatTrak™） | 无畏战神 (久经沙场),70,0.54,3.87,7.166666666666666
774911,M249 | 狂野丛林 (略有磨损),21,6.22,38.19,6.139871382636656
773739,M249（StatTrak™） | 阿兹特克 (战痕累累),50,5.93,32.99,5.5632377740303545
35128,M249 | 冲击钻 (略有磨损),16,3.39,25.11,7.407079646017698
35777,内格夫 | 动力装载机 (崭新出厂),170,11.5,54.9,4.77391304347826
857689,内格夫 | 橙灰之名 (破损不堪),38,0.43,2.24,5.209302325581396
779379,内格夫（StatTrak™） | 原型机 (崭新出厂),133,1.78,9.48,5.325842696629214
37834,内格夫（纪念品） | 核子废渣 (略有磨损),231,2.99,14.26,4.769230769230769
35140,M249 | 星云十字军 (战痕累累),36,2.02,11.35,5.618811881188119
35117,M249 | 翠绿箭毒蛙 (久经沙场),44,2.33,11.3,4.849785407725322
835785,内格夫 | 凤凰徽记 (崭新出厂),31,18.28,100.78,5.513129102844639
774954,M249 | 狂野丛林 (久经沙场),20,5.91,37.9,6.412859560067681
871070,M249 | 夜半棕榈 (久经沙场),43,5.06,30.88,6.102766798418973
39141,内格夫（StatTrak™） | 动力装载机 (破损不堪),29,3.75,20.89,5.570666666666667
35114,M249 | 对比涂装 (略有磨损),58,1.11,5.24,4.7207207207207205
33843,M249 | 系统锁定 (久经沙场),123,0.3,1.69,5.633333333333334
773746,M249（StatTrak™） | 阿兹特克 (略有磨损),20,2.71,17.94,6.619926199261993
900567,M249（StatTrak™） | 闹市区 (战痕累累),21,1.09,7.33,6.724770642201834
871360,内格夫 | 基础建设 (崭新出厂),29,17.79,95.8,5.385047779651489
37833,内格夫（纪念品） | 核子废渣 (久经沙场),230,2.91,11.78,4.048109965635739
774866,内格夫 | 巴洛克之沙 (久经沙场),35,2.16,11.49,5.319444444444444
35139,M249 | 岩浆 (破损不堪),25,1.5,7.38,4.92
871538,M249 | 夜半棕榈 (战痕累累),18,6.06,30.85,5.090759075907592
38756,M249（StatTrak™） | 翠绿箭毒蛙 (崭新出厂),26,7.36,39.6,5.380434782608695
35771,内格夫 | 棕榈色 (战痕累累),2,31.71,99,3.122043519394513
37829,内格夫（纪念品） | 加州迷彩 (久经沙场),155,1.12,6.76,6.035714285714285
35743,内格夫 | *哒哒哒* (崭新出厂),18,10.39,69.9,6.72762271414822
35759,内格夫 | 沙漠精英 (略有磨损),86,0.23,1.39,6.0434782608695645
39123,内格夫（StatTrak™） | 眩目 (战痕累累),28,0.28,1.89,6.749999999999999
835744,M249（StatTrak™） | 等高线 (略有磨损),35,3,11.6,3.8666666666666667
35770,内格夫 | 核子废渣 (破损不堪),9,3.83,29.55,7.715404699738904
857687,内格夫（StatTrak™） | 橙灰之名 (战痕累累),19,0.72,3.56,4.944444444444445
35150,M249 | 鬼影 (战痕累累),38,0.15,1.2,8.0
968383,M249 | 时频谱 (战痕累累),131,0.25,1.09,4.36
35156,M249 | 系统锁定 (崭新出厂),140,0.66,3.66,5.545454545454545
38768,M249（StatTrak™） | 星云十字军 (略有磨损),35,6.82,39.75,5.828445747800586
835570,M249 | 等高线 (崭新出厂),60,2.1,9.59,4.566666666666666
45322,内格夫（StatTrak™） | 狮子鱼 (战痕累累),22,1.11,4,3.603603603603603
900642,M249（StatTrak™） | 闹市区 (破损不堪),19,1.11,6.5,5.8558558558558556
835596,M249 | 等高线 (战痕累累),18,0.77,4.13,5.363636363636363
835554,内格夫 | 凤凰徽记 (久经沙场),32,17.72,90,5.07900677200903
761456,内格夫（纪念品） | 舱壁 (战痕累累),20,0.99,6.85,6.919191919191919
35767,内格夫 | 核子废渣 (崭新出厂),40,4.43,19,4.288939051918736
876890,内格夫（纪念品） | 基础建设 (久经沙场),43,0.81,4,4.938271604938271
775208,内格夫 | 巴洛克之沙 (破损不堪),25,1.66,9.8,5.903614457831326
39137,内格夫（StatTrak™） | 动力装载机 (战痕累累),45,2.61,14.8,5.6704980842911885
37832,内格夫（纪念品） | 核子废渣 (崭新出厂),224,6.14,29.9,4.869706840390879
774904,内格夫 | 巴洛克之沙 (战痕累累),26,1.73,9.61,5.554913294797688
35130,M249 | 丛林 DDPAT (战痕累累),11,3.69,19.72,5.3441734417344176
857685,M249（StatTrak™） | O.S.I.P.R. (战痕累累),23,0.51,3.09,6.0588235294117645
39138,内格夫（StatTrak™） | 动力装载机 (崭新出厂),56,46.37,215.49,4.647185680396809
774975,M249 | 狂野丛林 (破损不堪),9,6.11,38.89,6.3649754500818325
773741,M249 | 阿兹特克 (崭新出厂),63,2.31,13.45,5.822510822510822
35134,M249 | 丛林 DDPAT (破损不堪),11,4.48,21.88,4.883928571428571
876987,内格夫（纪念品） | 基础建设 (略有磨损),21,1.58,6.14,3.8860759493670884
38766,M249（StatTrak™） | 星云十字军 (崭新出厂),49,13.96,72.65,5.204154727793696
835740,内格夫 | 凤凰徽记 (略有磨损),23,16.98,93,5.477031802120141
835893,内格夫 | 凤凰徽记 (战痕累累),3,16.52,87.7,5.308716707021792
37709,M249（纪念品） | 鳄鱼网格 (略有磨损),6,61.88,333,5.381383322559793
35750,内格夫 | 加州迷彩 (略有磨损),2,20.7,140,6.763285024154589
35755,内格夫 | 眩目 (破损不堪),104,0.32,1.31,4.09375
835698,M249 | 捕食者 (破损不堪),13,0.7,6,8.571428571428571
39121,内格夫（StatTrak™） | *哒哒哒* (略有磨损),35,7.36,38.57,5.240489130434782
39132,内格夫（StatTrak™） | 大嘴巴 (战痕累累),9,1.55,12.99,8.380645161290323
775048,M249 | 战隼 (战痕累累),26,1.05,6,5.714285714285714
857626,内格夫 | 橙灰之名 (战痕累累),42,0.42,2.1,5.0
773835,M249（StatTrak™） | 阿兹特克 (破损不堪),10,2.1,14.35,6.833333333333333
871150,M249 | 夜半棕榈 (破损不堪),13,5.12,29.89,5.837890625
38761,M249（StatTrak™） | 岩浆 (崭新出厂),16,2.62,18,6.870229007633587
773676,M249（StatTrak™） | 阿兹特克 (崭新出厂),21,5.24,32.3,6.164122137404579
876970,内格夫（纪念品） | 基础建设 (崭新出厂),50,2.5,10.49,4.196
877084,内格夫（纪念品） | 基础建设 (破损不堪),16,2.36,11.9,5.0423728813559325
775066,内格夫 | 巴洛克之沙 (崭新出厂),48,6.24,31.5,5.0480769230769225
